begin,end,id,nVehContrib,flow,occupancy,speed,harmonicMeanSpeed,length,nVehEntered
0.00,300.00,121726_00,40,480.00,3.18,22.52,20.94,5.00,40
0.00,300.00,121726_01,36,432.00,2.45,25.29,25.15,5.00,37
0.00,300.00,121726_02,22,264.00,1.37,26.79,26.70,5.00,22
0.00,300.00,121726_10,14,168.00,1.01,23.46,23.21,5.00,14
0.00,300.00,121726_11,21,252.00,1.43,24.67,24.40,5.00,21
0.00,300.00,121726_12,11,132.00,0.71,26.13,25.78,5.00,11
0.00,300.00,121727_00,37,444.00,2.67,23.21,23.10,5.00,37
0.00,300.00,121727_01,35,420.00,2.30,25.45,25.34,5.00,35
0.00,300.00,121727_02,17,204.00,1.05,27.05,26.95,5.00,17
0.00,300.00,121727_10,19,228.00,1.40,22.96,22.54,5.00,19
0.00,300.00,121727_11,25,300.00,1.71,24.65,24.42,5.00,25
0.00,300.00,121727_12,8,96.00,0.50,27.20,26.84,5.00,8
0.00,300.00,121731_00,5,60.00,0.41,20.50,20.40,5.00,5
0.00,300.00,121731_01,41,492.00,3.33,20.69,20.55,5.00,41
0.00,300.00,121731_02,13,156.00,0.96,22.72,22.54,5.00,13
0.00,300.00,121731_03,0,0.00,0.00,-1.00,-1.00,-1.00,0
0.00,300.00,121731_04,0,0.00,0.00,-1.00,-1.00,-1.00,0
0.00,300.00,121731_10,0,0.00,0.00,-1.00,-1.00,-1.00,0
0.00,300.00,121731_11,0,0.00,0.00,-1.00,-1.00,-1.00,0
0.00,300.00,121731_12,0,0.00,0.00,-1.00,-1.00,-1.00,0
0.00,300.00,121731_13,0,0.00,0.00,-1.00,-1.00,-1.00,0
0.00,300.00,121732_00,10,120.00,0.80,21.79,20.96,5.00,10
0.00,300.00,121732_01,33,396.00,2.72,20.43,20.20,5.00,33
0.00,300.00,121732_02,18,216.00,1.36,22.25,22.10,5.00,18
0.00,300.00,121732_03,4,48.00,0.28,24.23,24.10,5.00,4
0.00,300.00,121732_10,6,72.00,0.48,21.22,20.98,5.00,6
0.00,300.00,121732_11,51,612.00,4.34,19.82,19.57,5.00,51
0.00,300.00,121732_12,51,612.00,3.83,22.32,22.21,5.00,51
0.00,300.00,121732_13,21,252.00,1.49,23.60,23.50,5.00,21
0.00,300.00,121733_00,41,492.00,3.36,20.50,20.36,5.00,41
0.00,300.00,121733_01,21,252.00,1.52,23.09,22.97,5.00,21
0.00,300.00,121733_02,5,60.00,0.35,24.02,23.98,5.00,5
0.00,300.00,121733_10,2,24.00,0.16,21.19,21.17,5.00,2
0.00,300.00,121733_11,66,792.00,5.43,20.43,20.25,5.00,66
0.00,300.00,121733_12,54,648.00,3.96,22.85,22.73,5.00,54
0.00,300.00,121734_00,0,0.00,0.00,-1.00,-1.00,-1.00,0
0.00,300.00,121734_01,10,120.00,1.24,16.20,15.88,5.00,13
0.00,300.00,121734_02,55,660.00,6.01,17.77,15.45,5.00,56
0.00,300.00,121734_03,22,264.00,1.83,22.82,20.04,5.00,22
0.00,300.00,121734_04,3,36.00,0.20,24.44,24.40,5.00,3
0.00,300.00,121734_10,41,492.00,3.41,20.21,20.05,5.00,41
0.00,300.00,121734_11,37,444.00,2.73,22.69,22.56,5.00,37
0.00,300.00,121734_12,13,156.00,0.92,23.59,23.52,5.00,13
0.00,300.00,121734_13,0,0.00,0.00,-1.00,-1.00,-1.00,0
0.00,300.00,121735_00,10,120.00,0.88,19.12,18.93,5.00,10
0.00,300.00,121735_01,41,492.00,3.12,22.00,21.89,5.00,41
0.00,300.00,121735_02,14,168.00,0.98,23.85,23.76,5.00,14
0.00,300.00,121735_03,1,12.00,0.08,20.90,20.90,5.00,1
0.00,300.00,121735_10,58,696.00,17.20,12.34,6.45,5.00,59
0.00,300.00,121735_11,9,108.00,0.68,22.86,21.96,5.00,9
0.00,300.00,121735_12,0,0.00,0.00,-1.00,-1.00,-1.00,0
0.00,300.00,121735_13,97,1164.00,10.49,16.40,15.41,5.00,97
0.00,300.00,121736_00,48,576.00,4.00,20.18,20.02,5.00,48
0.00,300.00,121736_01,33,396.00,2.50,22.12,21.97,5.00,33
0.00,300.00,121736_02,17,204.00,1.23,23.09,23.00,5.00,17
0.00,300.00,121736_10,20,240.00,1.60,21.11,20.87,5.00,20
0.00,300.00,121736_11,19,228.00,1.39,22.90,22.72,5.00,19
0.00,300.00,121736_12,5,60.00,0.33,25.47,25.40,5.00,5
0.00,300.00,121741_00,54,648.00,4.46,20.29,20.19,5.00,54
0.00,300.00,121741_01,28,336.00,2.04,22.98,22.84,5.00,28
0.00,300.00,121741_02,7,84.00,0.48,24.44,24.32,5.00,7
0.00,300.00,121741_10,50,600.00,4.07,20.74,20.48,5.00,50
0.00,300.00,121741_11,31,372.00,2.30,22.62,22.48,5.00,31
0.00,300.00,121741_12,11,132.00,0.82,23.44,23.28,5.00,12
0.00,300.00,121742_01,96,1152.00,8.40,19.23,19.05,5.00,96
0.00,300.00,121742_02,42,504.00,3.30,21.35,21.19,5.00,42
0.00,300.00,121742_03,22,264.00,1.68,22.93,22.74,5.00,23
0.00,300.00,121742_10,41,492.00,3.89,19.02,17.56,5.00,41
0.00,300.00,121742_11,33,396.00,2.61,21.50,21.27,5.00,34
0.00,300.00,121743_12,23,276.00,1.64,23.51,23.33,5.00,23
0.00,300.00,121743_13,0,0.00,0.00,-1.00,-1.00,-1.00,0
0.00,300.00,121754_00,88,1056.00,7.42,19.94,19.77,5.00,88
0.00,300.00,121754_01,0,0.00,0.00,-1.00,-1.00,-1.00,0
0.00,300.00,121754_10,75,900.00,6.22,20.26,20.11,5.00,75
0.00,300.00,121754_11,0,0.00,0.00,-1.00,-1.00,-1.00,0
0.00,300.00,121755_00,0,0.00,0.00,-1.00,-1.00,-1.00,0
0.00,300.00,121755_01,0,0.00,0.00,-1.00,-1.00,-1.00,0
0.00,300.00,121755_10,0,0.00,0.00,-1.00,-1.00,-1.00,0
0.00,300.00,121755_11,0,0.00,0.00,-1.00,-1.00,-1.00,0
0.00,300.00,121756_00,32,384.00,1.45,37.11,36.85,5.00,32
0.00,300.00,121756_01,16,192.00,0.66,40.63,40.41,5.00,16
0.00,300.00,121756_10,72,864.00,5.44,22.71,22.05,5.00,72
0.00,300.00,121756_11,29,348.00,1.68,29.02,28.71,5.00,29
300.00,600.00,121726_00,64,768.00,5.23,20.56,20.38,5.00,64
300.00,600.00,121726_01,76,912.00,5.66,22.59,22.48,5.00,77
300.00,600.00,121726_02,95,1140.00,6.75,24.51,23.46,5.00,95
300.00,600.00,121726_10,32,384.00,2.54,21.15,20.99,5.00,32
300.00,600.00,121726_11,90,1080.00,6.62,22.98,22.78,5.00,91
300.00,600.00,121726_12,80,960.00,5.63,24.88,23.67,5.00,80
300.00,600.00,121727_00,67,804.00,5.40,20.85,20.69,5.00,67
300.00,600.00,121727_01,78,936.00,5.71,22.89,22.75,5.00,78
300.00,600.00,121727_02,81,972.00,5.53,24.57,24.43,5.00,81
300.00,600.00,121727_10,44,528.00,3.38,21.81,21.68,5.00,44
300.00,600.00,121727_11,90,1080.00,6.46,23.40,23.23,5.00,90
300.00,600.00,121727_12,77,924.00,5.16,24.98,24.86,5.00,77
300.00,600.00,121731_00,13,156.00,1.09,19.97,19.83,5.00,13
300.00,600.00,121731_01,52,624.00,4.32,20.38,20.05,5.00,52
300.00,600.00,121731_02,8,96.00,0.58,23.03,22.92,5.00,8
300.00,600.00,121731_03,0,0.00,0.00,-1.00,-1.00,-1.00,0
300.00,600.00,121731_04,0,0.00,0.00,-1.00,-1.00,-1.00,0
300.00,600.00,121731_10,0,0.00,0.00,-1.00,-1.00,-1.00,0
300.00,600.00,121731_11,0,0.00,0.00,-1.00,-1.00,-1.00,0
300.00,600.00,121731_12,0,0.00,0.00,-1.00,-1.00,-1.00,0
300.00,600.00,121731_13,0,0.00,0.00,-1.00,-1.00,-1.00,0
300.00,600.00,121732_00,26,312.00,2.36,20.14,18.37,5.00,26
300.00,600.00,121732_01,9,108.00,0.83,20.47,20.33,5.00,10
300.00,600.00,121732_02,30,360.00,2.35,21.40,21.26,5.00,30
300.00,600.00,121732_03,14,168.00,1.03,23.54,23.41,5.00,15
300.00,600.00,121732_10,11,132.00,0.81,22.63,22.50,5.00,11
300.00,600.00,121732_11,73,876.00,6.18,19.94,19.83,5.00,75
300.00,600.00,121732_12,69,828.00,6.00,21.22,19.33,5.00,70
300.00,600.00,121732_13,33,396.00,2.60,23.24,21.15,5.00,33
300.00,600.00,121733_00,76,912.00,6.55,20.34,19.33,5.00,76
300.00,600.00,121733_01,39,468.00,3.00,21.85,21.70,5.00,40
300.00,600.00,121733_02,14,168.00,0.98,23.98,23.87,5.00,14
300.00,600.00,121733_10,6,72.00,0.52,19.25,19.17,5.00,6
300.00,600.00,121733_11,96,1152.00,8.21,19.67,19.50,5.00,96
300.00,600.00,121733_12,89,1068.00,6.62,22.49,22.42,5.00,89
300.00,600.00,121734_00,1,12.00,0.12,14.30,14.30,5.00,1
300.00,600.00,121734_01,13,156.00,1.26,17.63,17.22,5.00,13
300.00,600.00,121734_02,73,876.00,6.09,20.30,19.98,5.00,73
300.00,600.00,121734_03,44,528.00,3.22,22.94,22.79,5.00,44
300.00,600.00,121734_04,7,84.00,0.48,24.61,24.43,5.00,7
300.00,600.00,121734_10,34,408.00,16.24,14.75,3.49,5.00,34
300.00,600.00,121734_11,94,1128.00,7.63,20.96,20.53,5.00,94
300.00,600.00,121734_12,3,36.00,0.20,25.37,25.31,5.00,3
300.00,600.00,121734_13,0,0.00,0.00,-1.00,-1.00,-1.00,0
300.00,600.00,121735_00,27,324.00,2.33,19.38,19.31,5.00,27
300.00,600.00,121735_01,71,852.00,5.44,21.84,21.75,5.00,71
300.00,600.00,121735_02,31,372.00,2.20,23.68,23.45,5.00,31
300.00,600.00,121735_03,11,132.00,0.84,22.08,21.89,5.00,11
300.00,600.00,121735_10,3,36.00,7.30,0.54,0.53,5.00,2
300.00,600.00,121735_11,39,468.00,36.02,21.26,20.37,5.00,40
300.00,600.00,121735_12,1,12.00,0.07,24.66,24.66,5.00,1
300.00,600.00,121735_13,31,372.00,75.05,13.63,11.01,5.00,32
300.00,600.00,121736_00,78,936.00,6.86,19.10,18.96,5.00,78
300.00,600.00,121736_01,67,804.00,5.32,21.11,21.01,5.00,67
300.00,600.00,121736_02,63,756.00,4.58,22.98,22.91,5.00,63
300.00,600.00,121736_10,27,324.00,2.25,20.13,19.97,5.00,27
300.00,600.00,121736_11,14,168.00,1.04,22.53,22.44,5.00,14
300.00,600.00,121736_12,2,24.00,0.15,22.10,22.10,5.00,2
300.00,600.00,121741_00,71,852.00,5.99,19.89,19.76,5.00,71
300.00,600.00,121741_01,55,660.00,4.31,21.47,21.26,5.00,55
300.00,600.00,121741_02,39,468.00,2.89,22.62,22.52,5.00,39
300.00,600.00,121741_10,76,912.00,6.89,19.15,18.39,5.00,76
300.00,600.00,121741_11,73,876.00,5.77,21.26,21.18,5.00,74
300.00,600.00,121741_12,70,840.00,5.07,22.95,22.85,5.00,69
300.00,600.00,121742_01,127,1524.00,14.90,16.05,14.20,5.00,127
300.00,600.00,121742_02,71,852.00,5.95,20.30,20.01,5.00,72
300.00,600.00,121742_03,44,528.00,3.14,23.00,22.85,5.00,43
300.00,600.00,121742_10,82,984.00,7.04,19.69,19.52,5.00,83
300.00,600.00,121742_11,67,804.00,5.43,21.57,20.56,5.00,67
300.00,600.00,121743_12,31,372.00,2.19,23.65,23.55,5.00,31
300.00,600.00,121743_13,0,0.00,0.00,-1.00,-1.00,-1.00,0
300.00,600.00,121754_00,119,1428.00,9.95,20.11,19.93,5.00,119
300.00,600.00,121754_01,0,0.00,0.00,-1.00,-1.00,-1.00,0
300.00,600.00,121754_10,146,1752.00,14.79,16.90,16.45,5.00,146
300.00,600.00,121754_11,2,24.00,0.16,21.78,21.45,5.00,2
300.00,600.00,121755_00,0,0.00,0.00,-1.00,-1.00,-1.00,0
300.00,600.00,121755_01,0,0.00,0.00,-1.00,-1.00,-1.00,0
300.00,600.00,121755_10,0,0.00,0.00,-1.00,-1.00,-1.00,0
300.00,600.00,121755_11,0,0.00,0.00,-1.00,-1.00,-1.00,0
300.00,600.00,121756_00,58,696.00,2.96,33.35,32.69,5.00,58
300.00,600.00,121756_01,62,744.00,2.63,39.48,39.26,5.00,62
300.00,600.00,121756_10,60,720.00,4.55,22.70,22.00,5.00,60
300.00,600.00,121756_11,55,660.00,3.37,27.38,27.17,5.00,55
600.00,900.00,121726_00,72,864.00,5.50,21.96,21.82,5.00,72
600.00,900.00,121726_01,79,948.00,5.62,23.54,23.45,5.00,79
600.00,900.00,121726_02,77,924.00,4.96,25.97,25.86,5.00,77
600.00,900.00,121726_10,39,468.00,2.99,21.84,21.72,5.00,39
600.00,900.00,121726_11,78,936.00,5.69,22.99,22.87,5.00,78
600.00,900.00,121726_12,69,828.00,4.65,24.85,24.73,5.00,69
600.00,900.00,121727_00,72,864.00,5.85,21.44,20.51,5.00,72
600.00,900.00,121727_01,80,960.00,5.75,23.73,23.58,5.00,82
600.00,900.00,121727_02,83,996.00,5.40,25.75,25.64,5.00,83
600.00,900.00,121727_10,43,516.00,3.30,21.86,21.74,5.00,43
600.00,900.00,121727_11,70,840.00,5.08,23.09,22.98,5.00,70
600.00,900.00,121727_12,61,732.00,4.01,25.43,25.33,5.00,61
600.00,900.00,121731_00,17,204.00,1.46,19.48,19.36,5.00,17
600.00,900.00,121731_01,46,552.00,3.80,20.30,20.17,5.00,46
600.00,900.00,121731_02,10,120.00,0.74,22.65,22.43,5.00,10
600.00,900.00,121731_03,0,0.00,0.00,-1.00,-1.00,-1.00,0
600.00,900.00,121731_04,0,0.00,0.00,-1.00,-1.00,-1.00,0
600.00,900.00,121731_10,0,0.00,0.00,-1.00,-1.00,-1.00,0
600.00,900.00,121731_11,0,0.00,0.00,-1.00,-1.00,-1.00,0
600.00,900.00,121731_12,0,0.00,0.00,-1.00,-1.00,-1.00,0
600.00,900.00,121731_13,0,0.00,0.00,-1.00,-1.00,-1.00,0
600.00,900.00,121732_00,30,360.00,2.59,21.48,19.28,5.00,30
600.00,900.00,121732_01,6,72.00,0.52,21.11,21.04,5.00,7
600.00,900.00,121732_02,32,384.00,2.63,20.47,20.31,5.00,32
600.00,900.00,121732_03,19,228.00,1.38,22.57,22.43,5.00,18
600.00,900.00,121732_10,10,120.00,0.81,20.91,20.57,5.00,10
600.00,900.00,121732_11,71,852.00,5.97,19.97,19.83,5.00,71
600.00,900.00,121732_12,63,756.00,4.92,21.68,21.52,5.00,64
600.00,900.00,121732_13,40,480.00,3.16,22.96,21.08,5.00,40
600.00,900.00,121733_00,76,912.00,6.47,19.74,19.57,5.00,76
600.00,900.00,121733_01,39,468.00,2.91,22.49,22.37,5.00,39
600.00,900.00,121733_02,15,180.00,1.04,24.17,24.12,5.00,15
600.00,900.00,121733_10,5,60.00,0.71,16.87,11.70,5.00,5
600.00,900.00,121733_11,86,1032.00,7.39,19.70,19.53,5.00,88
600.00,900.00,121733_12,87,1044.00,6.86,22.11,21.13,5.00,87
600.00,900.00,121734_00,0,0.00,0.00,-1.00,-1.00,-1.00,0
600.00,900.00,121734_01,11,132.00,0.93,19.89,19.64,5.00,11
600.00,900.00,121734_02,83,996.00,7.10,19.88,19.47,5.00,83
600.00,900.00,121734_03,43,516.00,3.11,23.13,23.05,5.00,43
600.00,900.00,121734_04,6,72.00,0.41,24.63,24.49,5.00,6
600.00,900.00,121734_10,0,0.00,0.00,-1.00,-1.00,-1.00,0
600.00,900.00,121734_11,1,12.00,98.95,5.48,5.48,5.00,2
600.00,900.00,121734_12,92,1104.00,8.08,20.08,18.97,5.00,92
600.00,900.00,121734_13,0,0.00,0.00,-1.00,-1.00,-1.00,0
600.00,900.00,121735_00,41,492.00,3.57,19.43,19.26,5.00,42
600.00,900.00,121735_01,68,816.00,5.50,21.76,20.60,5.00,68
600.00,900.00,121735_02,28,336.00,2.00,23.43,23.29,5.00,28
600.00,900.00,121735_03,15,180.00,1.14,22.17,22.01,5.00,15
600.00,900.00,121735_10,0,0.00,0.00,-1.00,-1.00,-1.00,0
600.00,900.00,121735_11,0,0.00,100.00,-1.00,-1.00,-1.00,0
600.00,900.00,121735_12,37,444.00,36.56,20.39,19.36,5.00,38
600.00,900.00,121735_13,0,0.00,100.00,-1.00,-1.00,-1.00,0
600.00,900.00,121736_00,87,1044.00,7.76,18.85,18.68,5.00,87
600.00,900.00,121736_01,69,828.00,5.60,20.69,20.53,5.00,69
600.00,900.00,121736_02,60,720.00,4.42,22.76,22.64,5.00,60
600.00,900.00,121736_10,25,300.00,2.03,20.72,20.54,5.00,25
600.00,900.00,121736_11,9,108.00,0.63,23.84,23.80,5.00,9
600.00,900.00,121736_12,1,12.00,0.07,22.90,22.90,5.00,1
600.00,900.00,121741_00,71,852.00,6.49,18.37,18.23,5.00,71
600.00,900.00,121741_01,81,972.00,6.76,20.79,19.98,5.00,81
600.00,900.00,121741_02,59,708.00,4.37,22.77,22.69,5.00,60
600.00,900.00,121741_10,84,1008.00,7.39,19.10,18.95,5.00,84
600.00,900.00,121741_11,72,864.00,5.77,20.91,20.80,5.00,72
600.00,900.00,121741_12,65,780.00,4.83,22.53,22.43,5.00,65
600.00,900.00,121742_01,124,1488.00,26.22,10.37,7.88,5.00,124
600.00,900.00,121742_02,84,1008.00,8.85,17.95,16.06,5.00,86
600.00,900.00,121742_03,79,948.00,6.67,20.83,19.75,5.00,79
600.00,900.00,121742_10,81,972.00,7.26,18.75,18.63,5.00,82
600.00,900.00,121742_11,77,924.00,6.38,21.02,20.10,5.00,77
600.00,900.00,121743_12,38,456.00,2.78,23.25,23.12,5.00,39
600.00,900.00,121743_13,0,0.00,0.00,-1.00,-1.00,-1.00,0
600.00,900.00,121754_00,118,1416.00,10.03,19.78,19.61,5.00,118
600.00,900.00,121754_01,0,0.00,0.00,-1.00,-1.00,-1.00,0
600.00,900.00,121754_10,111,1332.00,35.47,6.37,5.22,5.00,111
600.00,900.00,121754_11,13,156.00,1.02,21.44,21.29,5.00,13
600.00,900.00,121755_00,0,0.00,0.00,-1.00,-1.00,-1.00,0
600.00,900.00,121755_01,0,0.00,0.00,-1.00,-1.00,-1.00,0
600.00,900.00,121755_10,0,0.00,0.00,-1.00,-1.00,-1.00,0
600.00,900.00,121755_11,0,0.00,0.00,-1.00,-1.00,-1.00,0
600.00,900.00,121756_00,27,324.00,3.34,18.48,13.46,5.00,27
600.00,900.00,121756_01,59,708.00,3.05,34.13,32.25,5.00,59
600.00,900.00,121756_10,60,720.00,4.55,22.75,22.00,5.00,60
600.00,900.00,121756_11,39,468.00,2.39,27.56,27.25,5.00,39
900.00,1200.00,121726_00,74,888.00,5.91,21.08,20.86,5.00,74
900.00,1200.00,121726_01,83,996.00,5.79,23.97,23.88,5.00,83
900.00,1200.00,121726_02,70,840.00,4.67,25.42,25.31,5.00,71
900.00,1200.00,121726_10,2,24.00,0.14,23.39,23.32,5.00,2
900.00,1200.00,121726_11,7,84.00,0.51,23.02,22.88,5.00,7
900.00,1200.00,121726_12,0,0.00,0.00,-1.00,-1.00,-1.00,0
900.00,1200.00,121727_00,67,804.00,5.55,21.26,20.11,5.00,67
900.00,1200.00,121727_01,78,936.00,5.78,23.56,22.36,5.00,78
900.00,1200.00,121727_02,74,888.00,4.81,25.79,25.68,5.00,75
900.00,1200.00,121727_10,2,24.00,0.15,23.00,22.95,5.00,2
900.00,1200.00,121727_11,4,48.00,0.29,23.41,23.32,5.00,4
900.00,1200.00,121727_12,0,0.00,0.00,-1.00,-1.00,-1.00,0
900.00,1200.00,121731_00,13,156.00,1.18,18.69,18.42,5.00,13
900.00,1200.00,121731_01,49,588.00,4.31,19.38,18.94,5.00,49
900.00,1200.00,121731_02,12,144.00,0.89,22.60,22.42,5.00,12
900.00,1200.00,121731_03,0,0.00,0.00,-1.00,-1.00,-1.00,0
900.00,1200.00,121731_04,0,0.00,0.00,-1.00,-1.00,-1.00,0
900.00,1200.00,121731_10,0,0.00,0.00,-1.00,-1.00,-1.00,0
900.00,1200.00,121731_11,0,0.00,0.00,-1.00,-1.00,-1.00,0
900.00,1200.00,121731_12,0,0.00,0.00,-1.00,-1.00,-1.00,0
900.00,1200.00,121731_13,0,0.00,0.00,-1.00,-1.00,-1.00,0
900.00,1200.00,121732_00,31,372.00,2.88,19.74,17.92,5.00,31
900.00,1200.00,121732_01,3,36.00,0.33,19.38,18.46,5.00,4
900.00,1200.00,121732_02,25,300.00,2.12,19.79,19.62,5.00,25
900.00,1200.00,121732_03,29,348.00,2.12,22.89,22.78,5.00,29
900.00,1200.00,121732_10,10,120.00,0.77,21.79,21.67,5.00,10
900.00,1200.00,121732_11,78,936.00,6.91,19.17,18.92,5.00,79
900.00,1200.00,121732_12,62,744.00,5.26,20.69,19.65,5.00,62
900.00,1200.00,121732_13,39,468.00,2.82,23.13,23.02,5.00,39
900.00,1200.00,121733_00,5,60.00,1.46,9.00,5.69,5.00,5
900.00,1200.00,121733_01,60,720.00,5.21,19.72,19.23,5.00,61
900.00,1200.00,121733_02,34,408.00,2.79,22.61,20.28,5.00,34
900.00,1200.00,121733_10,4,48.00,0.38,17.48,17.45,5.00,4
900.00,1200.00,121733_11,73,876.00,7.17,18.01,16.96,5.00,73
900.00,1200.00,121733_12,88,1056.00,14.14,20.67,19.73,5.00,89
900.00,1200.00,121734_00,0,0.00,0.00,-1.00,-1.00,-1.00,0
900.00,1200.00,121734_01,7,84.00,0.56,20.86,20.77,5.00,7
900.00,1200.00,121734_02,75,900.00,6.74,19.00,18.54,5.00,75
900.00,1200.00,121734_03,51,612.00,3.80,22.49,22.37,5.00,51
900.00,1200.00,121734_04,11,132.00,0.77,24.03,23.86,5.00,11
900.00,1200.00,121734_10,0,0.00,0.00,-1.00,-1.00,-1.00,0
900.00,1200.00,121734_11,0,0.00,100.00,-1.00,-1.00,-1.00,0
900.00,1200.00,121734_12,0,0.00,0.00,-1.00,-1.00,-1.00,0
900.00,1200.00,121734_13,0,0.00,0.00,-1.00,-1.00,-1.00,0
900.00,1200.00,121735_00,13,156.00,1.35,20.20,20.07,5.00,19
900.00,1200.00,121735_01,75,900.00,7.85,19.72,16.04,5.00,76
900.00,1200.00,121735_02,41,492.00,3.31,22.28,20.62,5.00,41
900.00,1200.00,121735_03,25,300.00,2.02,20.83,20.59,5.00,25
900.00,1200.00,121735_10,0,0.00,0.00,-1.00,-1.00,-1.00,0
900.00,1200.00,121735_11,0,0.00,100.00,-1.00,-1.00,-1.00,0
900.00,1200.00,121735_12,0,0.00,100.00,-1.00,-1.00,-1.00,0
900.00,1200.00,121735_13,0,0.00,100.00,-1.00,-1.00,-1.00,0
900.00,1200.00,121736_00,89,1068.00,7.68,19.63,19.45,5.00,90
900.00,1200.00,121736_01,59,708.00,4.93,21.06,19.94,5.00,59
900.00,1200.00,121736_02,56,672.00,4.04,23.22,23.11,5.00,56
900.00,1200.00,121736_10,22,264.00,1.76,20.98,20.80,5.00,22
900.00,1200.00,121736_11,10,120.00,0.73,22.92,22.78,5.00,10
900.00,1200.00,121736_12,2,24.00,0.12,27.06,26.97,5.00,2
900.00,1200.00,121741_00,93,1116.00,8.21,19.48,18.88,5.00,93
900.00,1200.00,121741_01,88,1056.00,7.30,21.18,20.27,5.00,89
900.00,1200.00,121741_02,21,252.00,1.53,23.23,23.16,5.00,22
900.00,1200.00,121741_10,85,1020.00,7.70,18.55,18.40,5.00,85
900.00,1200.00,121741_11,80,960.00,6.48,20.87,20.78,5.00,82
900.00,1200.00,121741_12,59,708.00,4.89,22.37,20.10,5.00,59
900.00,1200.00,121742_01,94,1128.00,41.35,6.66,3.79,5.00,94
900.00,1200.00,121742_02,59,708.00,15.70,16.40,6.33,5.00,61
900.00,1200.00,121742_03,112,1344.00,10.09,19.56,18.60,5.00,113
900.00,1200.00,121742_10,78,936.00,6.92,19.04,18.86,5.00,79
900.00,1200.00,121742_11,86,1032.00,7.12,20.97,20.12,5.00,86
900.00,1200.00,121743_12,44,528.00,3.12,23.31,23.18,5.00,43
900.00,1200.00,121743_13,0,0.00,0.00,-1.00,-1.00,-1.00,0
900.00,1200.00,121754_00,123,1476.00,11.09,18.75,18.49,5.00,123
900.00,1200.00,121754_01,0,0.00,0.00,-1.00,-1.00,-1.00,0
900.00,1200.00,121754_10,88,1056.00,40.84,4.60,3.60,5.00,89
900.00,1200.00,121754_11,37,444.00,2.94,21.19,21.00,5.00,37
900.00,1200.00,121755_00,0,0.00,0.00,-1.00,-1.00,-1.00,0
900.00,1200.00,121755_01,0,0.00,0.00,-1.00,-1.00,-1.00,0
900.00,1200.00,121755_10,0,0.00,0.00,-1.00,-1.00,-1.00,0
900.00,1200.00,121755_11,0,0.00,0.00,-1.00,-1.00,-1.00,0
900.00,1200.00,121756_00,6,72.00,10.64,1.82,1.16,5.00,7
900.00,1200.00,121756_01,65,780.00,5.57,28.90,19.45,5.00,65
900.00,1200.00,121756_10,64,768.00,4.88,22.69,21.86,5.00,64
900.00,1200.00,121756_11,37,444.00,2.23,27.91,27.63,5.00,37
1200.00,1500.00,121726_00,73,876.00,6.03,21.21,20.17,5.00,73
1200.00,1500.00,121726_01,76,912.00,5.76,23.78,23.65,5.00,79
1200.00,1500.00,121726_02,73,876.00,5.05,25.39,24.10,5.00,73
1200.00,1500.00,121726_10,0,0.00,0.00,-1.00,-1.00,-1.00,0
1200.00,1500.00,121726_11,0,0.00,0.00,-1.00,-1.00,-1.00,0
1200.00,1500.00,121726_12,0,0.00,0.00,-1.00,-1.00,-1.00,0
1200.00,1500.00,121727_00,72,864.00,5.64,21.50,21.29,5.00,72
1200.00,1500.00,121727_01,84,1008.00,5.98,23.61,23.48,5.00,85
1200.00,1500.00,121727_02,77,924.00,5.14,25.08,24.95,5.00,77
1200.00,1500.00,121727_10,0,0.00,0.00,-1.00,-1.00,-1.00,0
1200.00,1500.00,121727_11,0,0.00,0.00,-1.00,-1.00,-1.00,0
1200.00,1500.00,121727_12,0,0.00,0.00,-1.00,-1.00,-1.00,0
1200.00,1500.00,121731_00,20,240.00,1.68,20.11,19.86,5.00,20
1200.00,1500.00,121731_01,49,588.00,4.23,19.52,19.29,5.00,49
1200.00,1500.00,121731_02,11,132.00,0.79,23.20,23.07,5.00,11
1200.00,1500.00,121731_03,0,0.00,0.00,-1.00,-1.00,-1.00,0
1200.00,1500.00,121731_04,0,0.00,0.00,-1.00,-1.00,-1.00,0
1200.00,1500.00,121731_10,0,0.00,0.00,-1.00,-1.00,-1.00,0
1200.00,1500.00,121731_11,0,0.00,0.00,-1.00,-1.00,-1.00,0
1200.00,1500.00,121731_12,0,0.00,0.00,-1.00,-1.00,-1.00,0
1200.00,1500.00,121731_13,0,0.00,0.00,-1.00,-1.00,-1.00,0
1200.00,1500.00,121732_00,31,372.00,2.70,20.93,19.12,5.00,31
1200.00,1500.00,121732_01,3,36.00,0.32,18.82,18.65,5.00,4
1200.00,1500.00,121732_02,17,204.00,2.59,16.10,10.95,5.00,17
1200.00,1500.00,121732_03,37,444.00,2.93,22.61,22.46,5.00,41
1200.00,1500.00,121732_10,15,180.00,1.27,19.93,19.75,5.00,15
1200.00,1500.00,121732_11,60,720.00,5.31,18.97,18.83,5.00,60
1200.00,1500.00,121732_12,63,756.00,5.05,21.23,20.98,5.00,64
1200.00,1500.00,121732_13,44,528.00,3.88,20.85,18.91,5.00,44
1200.00,1500.00,121733_00,0,0.00,0.00,-1.00,-1.00,-1.00,0
1200.00,1500.00,121733_01,71,852.00,5.81,20.63,20.42,5.00,72
1200.00,1500.00,121733_02,33,396.00,2.66,22.96,20.65,5.00,33
1200.00,1500.00,121733_10,19,228.00,2.42,15.10,13.10,5.00,19
